locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEGBENGL_06924	CDS	462				hypothetical protein
DEGBENGL_06925	CDS	804				hypothetical protein
DEGBENGL_06926	CDS	345	pth_2	3.1.1.29	COG1990	Peptidyl-tRNA hydrolase
DEGBENGL_06927	CDS	654				hypothetical protein
DEGBENGL_06928	CDS	342				hypothetical protein
DEGBENGL_06929	CDS	204				hypothetical protein
DEGBENGL_06930	CDS	153				hypothetical protein
DEGBENGL_06931	CDS	1020	adc_1	4.1.1.4		acetoacetate decarboxylase
DEGBENGL_06932	CDS	1026	adc_2	4.1.1.4		acetoacetate decarboxylase
DEGBENGL_06933	CDS	1359	dadD_4	3.5.4.41	COG0402	5'-deoxyadenosine deaminase
DEGBENGL_06934	CDS	876	rhaD_13	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
DEGBENGL_06935	CDS	498				hypothetical protein
DEGBENGL_06936	CDS	888	nanK_2	2.7.1.60		N-acetylmannosamine kinase
DEGBENGL_06937	CDS	369				hypothetical protein
DEGBENGL_06938	CDS	282				hypothetical protein
DEGBENGL_06939	CDS	795				hypothetical protein
DEGBENGL_06940	CDS	165				hypothetical protein
DEGBENGL_06941	CDS	318				hypothetical protein
DEGBENGL_06942	tRNA	76				tRNA-Pro(ggg)
DEGBENGL_06943	CDS	186				hypothetical protein
DEGBENGL_06944	CDS	240				hypothetical protein
DEGBENGL_06945	CDS	558				hypothetical protein
DEGBENGL_06946	CDS	447	ybeY	3.1.-.-		Endoribonuclease YbeY
DEGBENGL_06947	CDS	711	uppS_2	2.5.1.89	COG0020	Tritrans,polycis-undecaprenyl-diphosphate synthase (GGDP specific)
DEGBENGL_06948	CDS	2118				hypothetical protein
DEGBENGL_06949	CDS	1866				hypothetical protein
DEGBENGL_06950	CDS	1323		3.3.1.-	COG0499	S-inosyl-L-homocysteine hydrolase
DEGBENGL_06951	CDS	288	metK_3	2.5.1.6		S-adenosylmethionine synthase
DEGBENGL_06952	CDS	1431				hypothetical protein
DEGBENGL_06953	CDS	1464				hypothetical protein
DEGBENGL_06954	tRNA	78				tRNA-Arg(cct)
DEGBENGL_06955	CDS	417				hypothetical protein
DEGBENGL_06956	CDS	309				hypothetical protein
DEGBENGL_06957	CDS	762		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
DEGBENGL_06958	CDS	315				hypothetical protein
DEGBENGL_06959	CDS	513				hypothetical protein
DEGBENGL_06960	CDS	417				hypothetical protein
DEGBENGL_06961	CDS	1509				hypothetical protein
DEGBENGL_06962	CDS	1047		3.4.21.-	COG1030	Membrane-bound protease
DEGBENGL_06963	CDS	1257				hypothetical protein
DEGBENGL_06964	CDS	1416				hypothetical protein
DEGBENGL_06965	CDS	570				hypothetical protein
DEGBENGL_06966	CDS	252				hypothetical protein
DEGBENGL_06967	CDS	609				hypothetical protein
DEGBENGL_06968	CDS	288				hypothetical protein
DEGBENGL_06969	CDS	1242				hypothetical protein
DEGBENGL_06970	CDS	1350				hypothetical protein
DEGBENGL_06971	CDS	543	purR_3			HTH-type transcriptional repressor PurR
DEGBENGL_06972	CDS	294				hypothetical protein
DEGBENGL_06973	CDS	738				hypothetical protein
DEGBENGL_06974	tRNA	77				tRNA-Met(cat)
DEGBENGL_06975	CDS	1392				hypothetical protein
DEGBENGL_06976	CDS	1284				hypothetical protein
DEGBENGL_06977	CDS	1164				hypothetical protein
DEGBENGL_06978	CDS	330				hypothetical protein
DEGBENGL_06979	CDS	525				hypothetical protein
DEGBENGL_06980	CDS	450				hypothetical protein
DEGBENGL_06981	CDS	1023				hypothetical protein
DEGBENGL_06982	CDS	3549	mdtC_2			Multidrug resistance protein MdtC
DEGBENGL_06983	CDS	1311	mdtA_3			Multidrug resistance protein MdtA
DEGBENGL_06984	CDS	261				hypothetical protein
DEGBENGL_06985	tRNA	76				tRNA-Ala(tgc)
DEGBENGL_06986	CDS	189				hypothetical protein
DEGBENGL_06987	rRNA	1959				23S ribosomal RNA (partial)
DEGBENGL_06988	CDS	1176				Iron-sulfur cluster carrier protein
DEGBENGL_06989	CDS	1044				hypothetical protein
DEGBENGL_06990	CDS	987				hypothetical protein
DEGBENGL_06991	CDS	324				hypothetical protein
DEGBENGL_06992	CDS	297				hypothetical protein
DEGBENGL_06993	CDS	363				hypothetical protein
DEGBENGL_06994	CDS	1212	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
DEGBENGL_06995	CDS	591				hypothetical protein
DEGBENGL_06996	CDS	1314	secY_1			Protein translocase subunit SecY
DEGBENGL_06997	CDS	441				hypothetical protein
DEGBENGL_06998	CDS	492				hypothetical protein
DEGBENGL_06999	CDS	594				hypothetical protein
DEGBENGL_07000	CDS	240				hypothetical protein
DEGBENGL_07001	CDS	648				hypothetical protein
DEGBENGL_07002	CDS	639				hypothetical protein
DEGBENGL_07003	CDS	1383	dnaA_8			Chromosomal replication initiator protein DnaA
DEGBENGL_07004	CDS	243				hypothetical protein
DEGBENGL_07005	CDS	237				hypothetical protein
DEGBENGL_07006	CDS	318				hypothetical protein
DEGBENGL_07007	CDS	243				hypothetical protein
DEGBENGL_07008	CDS	219				hypothetical protein
DEGBENGL_07009	CDS	339				hypothetical protein
DEGBENGL_07010	CDS	624				hypothetical protein
DEGBENGL_07011	CDS	369				hypothetical protein
DEGBENGL_07012	CDS	207				hypothetical protein
DEGBENGL_07013	CDS	156				hypothetical protein
DEGBENGL_07014	CDS	471				hypothetical protein
DEGBENGL_07015	CDS	513				hypothetical protein
DEGBENGL_07016	CDS	348				hypothetical protein
DEGBENGL_07017	CDS	273				hypothetical protein
DEGBENGL_07018	CDS	270				hypothetical protein
DEGBENGL_07019	CDS	303				hypothetical protein
DEGBENGL_07020	CDS	225				hypothetical protein
DEGBENGL_07021	CDS	216				hypothetical protein
DEGBENGL_07022	CDS	402				hypothetical protein
DEGBENGL_07023	CDS	1218				hypothetical protein
DEGBENGL_07024	CDS	246				hypothetical protein
DEGBENGL_07025	CDS	996				hypothetical protein
DEGBENGL_07026	CDS	456				hypothetical protein
DEGBENGL_07027	CDS	183				hypothetical protein
DEGBENGL_07028	CDS	1014				hypothetical protein
DEGBENGL_07029	CDS	285				hypothetical protein
DEGBENGL_07030	CDS	393				hypothetical protein
DEGBENGL_07031	CDS	1713				hypothetical protein
DEGBENGL_07032	CDS	2103				hypothetical protein
DEGBENGL_07033	CDS	756				hypothetical protein
DEGBENGL_07034	CDS	843				hypothetical protein
DEGBENGL_07035	CDS	954	xerC_10			Tyrosine recombinase XerC
DEGBENGL_07036	CDS	222				hypothetical protein
DEGBENGL_07037	CDS	756				hypothetical protein
DEGBENGL_07038	CDS	954	epd_6	1.2.1.72		D-erythrose-4-phosphate dehydrogenase
DEGBENGL_07039	CDS	762				hypothetical protein
DEGBENGL_07040	CDS	408				hypothetical protein
DEGBENGL_07041	CDS	162				hypothetical protein
DEGBENGL_07042	CDS	183				hypothetical protein
DEGBENGL_07043	CDS	573				hypothetical protein
DEGBENGL_07044	CDS	990				hypothetical protein
DEGBENGL_07045	CDS	966				hypothetical protein
DEGBENGL_07046	CDS	678	aqpM_3		COG0580	putative aquaporin AqpM
DEGBENGL_07047	CDS	399	arsC	1.20.4.-		Putative arsenate reductase
DEGBENGL_07048	CDS	786				hypothetical protein
DEGBENGL_07049	CDS	480				hypothetical protein
DEGBENGL_07050	CDS	546	murA_2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DEGBENGL_07051	CDS	372				hypothetical protein
DEGBENGL_07052	CDS	366				hypothetical protein
DEGBENGL_07053	CDS	378				hypothetical protein
DEGBENGL_07054	CDS	597	resA_7			Thiol-disulfide oxidoreductase ResA
DEGBENGL_07055	CDS	654				hypothetical protein
DEGBENGL_07056	CDS	207				hypothetical protein
DEGBENGL_07057	CDS	1287				hypothetical protein
DEGBENGL_07058	CDS	1260				hypothetical protein
DEGBENGL_07059	CDS	1608	betA_1	1.2.1.8		Oxygen-dependent choline dehydrogenase
DEGBENGL_07060	CDS	327				hypothetical protein
DEGBENGL_07061	CDS	1611				hypothetical protein
DEGBENGL_07062	CDS	1266				hypothetical protein
DEGBENGL_07063	CDS	768				hypothetical protein
DEGBENGL_07064	CDS	375				hypothetical protein
DEGBENGL_07065	CDS	618	gck_4	2.7.1.165	COG2379	Glycerate 2-kinase
DEGBENGL_07066	CDS	180				hypothetical protein
DEGBENGL_07067	CDS	966				hypothetical protein
DEGBENGL_07068	CDS	876	glcV_5	7.5.2.-	COG3839	Glucose import ATP-binding protein GlcV
DEGBENGL_07069	CDS	660				hypothetical protein
DEGBENGL_07070	CDS	873	proC_5	1.5.1.2		Pyrroline-5-carboxylate reductase
DEGBENGL_07071	CDS	813	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
DEGBENGL_07072	CDS	888				hypothetical protein
DEGBENGL_07073	CDS	846				hypothetical protein
DEGBENGL_07074	CDS	7935				hypothetical protein
DEGBENGL_07075	CDS	1728				hypothetical protein
DEGBENGL_07076	CDS	756	yidC_6			Membrane protein insertase YidC
DEGBENGL_07077	CDS	1518	nusA_3			Transcription termination/antitermination protein NusA
DEGBENGL_07078	CDS	375				hypothetical protein
DEGBENGL_07079	CDS	927				hypothetical protein
DEGBENGL_07080	CDS	585				hypothetical protein
DEGBENGL_07081	CDS	1059	hldE_3	2.7.7.70		Bifunctional protein HldE
DEGBENGL_07082	CDS	879				hypothetical protein
DEGBENGL_07083	CDS	582	atpE_2		COG1390	V-type ATP synthase subunit E
DEGBENGL_07084	CDS	195				hypothetical protein
DEGBENGL_07085	CDS	216				hypothetical protein
DEGBENGL_07086	CDS	204				hypothetical protein
DEGBENGL_07087	CDS	621				hypothetical protein
DEGBENGL_07088	CDS	669				hypothetical protein
DEGBENGL_07089	CDS	1368	argD	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
DEGBENGL_07090	CDS	1557				hypothetical protein
DEGBENGL_07091	CDS	1215				hypothetical protein
DEGBENGL_07092	CDS	969				hypothetical protein
DEGBENGL_07093	CDS	273				hypothetical protein
DEGBENGL_07094	CDS	939	lpxD_5	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
DEGBENGL_07095	CDS	348			COG1727	50S ribosomal protein L18e
DEGBENGL_07096	CDS	666	rpoD_4	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit D
DEGBENGL_07097	CDS	843				hypothetical protein
DEGBENGL_07098	CDS	1125	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
DEGBENGL_07099	CDS	1647				hypothetical protein
DEGBENGL_07100	CDS	522				hypothetical protein
DEGBENGL_07101	CDS	210				hypothetical protein
DEGBENGL_07102	CDS	597				hypothetical protein
DEGBENGL_07103	CDS	819		3.5.5.1	COG0388	Nitrilase
DEGBENGL_07104	CDS	903				hypothetical protein
DEGBENGL_07105	CDS	663				hypothetical protein
DEGBENGL_07106	CDS	1302	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DEGBENGL_07107	CDS	159				hypothetical protein
DEGBENGL_07108	CDS	1380				hypothetical protein
DEGBENGL_07109	CDS	486				hypothetical protein
DEGBENGL_07110	CDS	1095				hypothetical protein
DEGBENGL_07111	CDS	798				hypothetical protein
DEGBENGL_07112	CDS	891	TSFM_3			Elongation factor Ts, mitochondrial
DEGBENGL_07113	CDS	846				hypothetical protein
DEGBENGL_07114	CDS	243	cpkA_1	2.7.2.2	COG0549	Carbamate kinase
DEGBENGL_07115	CDS	504				hypothetical protein
DEGBENGL_07116	CDS	2130				hypothetical protein
DEGBENGL_07117	CDS	1299				hypothetical protein
DEGBENGL_07118	CDS	483				hypothetical protein
DEGBENGL_07119	CDS	387	atpA_7	7.1.2.2		ATP synthase subunit alpha
DEGBENGL_07120	CDS	867	atpG_5			ATP synthase gamma chain
DEGBENGL_07121	rRNA	2033				23S ribosomal RNA (partial)
DEGBENGL_07122	CDS	630				hypothetical protein
DEGBENGL_07123	CDS	579				hypothetical protein
DEGBENGL_07124	CDS	156				hypothetical protein
DEGBENGL_07125	CDS	339				hypothetical protein
DEGBENGL_07126	CDS	1095				hypothetical protein
DEGBENGL_07127	CDS	153				hypothetical protein
DEGBENGL_07128	CDS	1437	tfrA_3	1.3.4.1	COG1053	Fumarate reductase (CoM/CoB) subunit A
DEGBENGL_07129	CDS	441				hypothetical protein
DEGBENGL_07130	CDS	354				hypothetical protein
DEGBENGL_07131	CDS	777	tfrB_3	1.3.4.1	COG0247	Fumarate reductase (CoM/CoB) subunit B
DEGBENGL_07132	CDS	324				hypothetical protein
DEGBENGL_07133	CDS	474				hypothetical protein
DEGBENGL_07134	CDS	705				hypothetical protein
DEGBENGL_07135	CDS	570	sua5_4	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
DEGBENGL_07136	CDS	336	lpxL_2	2.3.1.241		Lipid A biosynthesis lauroyltransferase
DEGBENGL_07137	CDS	537	grpE_2			Protein GrpE
DEGBENGL_07138	CDS	618	hrcA_1			Heat-inducible transcription repressor HrcA
DEGBENGL_07139	CDS	1644		1.18.1.2		Ferredoxin--NADP reductase
DEGBENGL_07140	CDS	321	guaAB	6.3.5.2	COG0519	GMP synthase [glutamine-hydrolyzing] subunit B
DEGBENGL_07141	CDS	1203				hypothetical protein
DEGBENGL_07142	CDS	1068				hypothetical protein
DEGBENGL_07143	CDS	267				hypothetical protein
DEGBENGL_07144	CDS	510				hypothetical protein
DEGBENGL_07145	CDS	1509	wecB	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
DEGBENGL_07146	CDS	1869	caiA_8	1.3.8.13		Crotonobetainyl-CoA reductase
DEGBENGL_07147	CDS	1428				hypothetical protein
DEGBENGL_07148	CDS	177				hypothetical protein
DEGBENGL_07149	CDS	1710				hypothetical protein
DEGBENGL_07150	CDS	1002				hypothetical protein
DEGBENGL_07151	CDS	375				hypothetical protein
DEGBENGL_07152	CDS	117				hypothetical protein
DEGBENGL_07153	CDS	273				hypothetical protein
DEGBENGL_07154	CDS	333				hypothetical protein
DEGBENGL_07155	CDS	228				hypothetical protein
DEGBENGL_07156	CDS	261				hypothetical protein
DEGBENGL_07157	CDS	225				hypothetical protein
DEGBENGL_07158	CDS	1530				hypothetical protein
DEGBENGL_07159	CDS	1032	purR_4			HTH-type transcriptional repressor PurR
DEGBENGL_07160	CDS	573				hypothetical protein
DEGBENGL_07161	CDS	507				hypothetical protein
DEGBENGL_07162	CDS	516				hypothetical protein
DEGBENGL_07163	CDS	369				hypothetical protein
DEGBENGL_07164	CDS	174				hypothetical protein
DEGBENGL_07165	tRNA	74				tRNA-Gly(ccc)
DEGBENGL_07166	CDS	963				hypothetical protein
DEGBENGL_07167	CDS	1860				hypothetical protein
DEGBENGL_07168	CDS	1200				hypothetical protein
DEGBENGL_07169	CDS	1170			COG0531	putative protein
DEGBENGL_07170	CDS	582				hypothetical protein
DEGBENGL_07171	CDS	1320				hypothetical protein
DEGBENGL_07172	CDS	1338				hypothetical protein
DEGBENGL_07173	CDS	264				hypothetical protein
DEGBENGL_07174	CDS	261				hypothetical protein
DEGBENGL_07175	CDS	546				hypothetical protein
DEGBENGL_07176	CDS	1302				hypothetical protein
DEGBENGL_07177	CDS	2214	btuD_29	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEGBENGL_07178	tRNA	76				tRNA-Thr(tgt)
DEGBENGL_07179	CDS	855				hypothetical protein
DEGBENGL_07180	CDS	717	coaX_2	2.7.1.33		Type III pantothenate kinase
DEGBENGL_07181	CDS	975	birA_2	6.3.4.15		Bifunctional ligase/repressor BirA
DEGBENGL_07182	CDS	1830				hypothetical protein
DEGBENGL_07183	CDS	546				hypothetical protein
DEGBENGL_07184	rRNA	110				5S ribosomal RNA
DEGBENGL_07185	CDS	768	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEGBENGL_07186	CDS	360	fpoA_1	1.12.98.3	COG0838	F(420)H(2) dehydrogenase subunit A
DEGBENGL_07187	CDS	2100				hypothetical protein
DEGBENGL_07188	CDS	222				hypothetical protein
DEGBENGL_07189	CDS	309				hypothetical protein
DEGBENGL_07190	CDS	150				hypothetical protein
DEGBENGL_07191	CDS	222				hypothetical protein
DEGBENGL_07192	CDS	189				hypothetical protein
DEGBENGL_07193	CDS	297				hypothetical protein
DEGBENGL_07194	CDS	1023				hypothetical protein
DEGBENGL_07195	CDS	294				hypothetical protein
DEGBENGL_07196	CDS	282				hypothetical protein
DEGBENGL_07197	tRNA	87				tRNA-Leu(taa)
DEGBENGL_07198	CDS	1008	ruvB_5	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
DEGBENGL_07199	CDS	285				hypothetical protein
DEGBENGL_07200	CDS	117				hypothetical protein
DEGBENGL_07201	CDS	237				hypothetical protein
DEGBENGL_07202	CDS	735				hypothetical protein
DEGBENGL_07203	CDS	399				hypothetical protein
DEGBENGL_07204	tRNA	77				tRNA-Arg(tcg)
DEGBENGL_07205	CDS	348				hypothetical protein
DEGBENGL_07206	CDS	222				hypothetical protein
DEGBENGL_07207	CDS	174				hypothetical protein
DEGBENGL_07208	CDS	453				hypothetical protein
DEGBENGL_07209	CDS	603				hypothetical protein
DEGBENGL_07210	CDS	966				hypothetical protein
DEGBENGL_07211	CDS	1311				hypothetical protein
DEGBENGL_07212	CDS	336				hypothetical protein
DEGBENGL_07213	CDS	714	prsA	5.2.1.8		Foldase protein PrsA
DEGBENGL_07214	CDS	492				hypothetical protein
DEGBENGL_07215	CDS	477				hypothetical protein
DEGBENGL_07216	CDS	591	cbiT	2.1.1.196	COG2242	putative cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
DEGBENGL_07217	CDS	723	cysG_2	4.99.1.4		Siroheme synthase
DEGBENGL_07218	CDS	948				hypothetical protein
DEGBENGL_07219	CDS	684				hypothetical protein
DEGBENGL_07220	CDS	621				hypothetical protein
DEGBENGL_07221	CDS	930				hypothetical protein
DEGBENGL_07222	CDS	528				hypothetical protein
DEGBENGL_07223	CDS	816				hypothetical protein
DEGBENGL_07224	CDS	981				hypothetical protein
DEGBENGL_07225	CDS	153				hypothetical protein
DEGBENGL_07226	CDS	138				hypothetical protein
DEGBENGL_07227	CDS	165				hypothetical protein
DEGBENGL_07228	CDS	495				hypothetical protein
DEGBENGL_07229	CDS	591	fliA_1			RNA polymerase sigma factor FliA
DEGBENGL_07230	tRNA	83				tRNA-Tyr(gta)
DEGBENGL_07231	CDS	246				hypothetical protein
DEGBENGL_07232	CDS	909	shyC_1	1.12.98.4	COG0543	Sulfhydrogenase 2 subunit gamma
DEGBENGL_07233	CDS	558	mobA_3	2.7.7.77		Molybdenum cofactor guanylyltransferase
DEGBENGL_07234	CDS	1215				hypothetical protein
DEGBENGL_07235	CDS	1824				hypothetical protein
DEGBENGL_07236	CDS	1047				hypothetical protein
DEGBENGL_07237	CDS	129				hypothetical protein
DEGBENGL_07238	CDS	318				hypothetical protein
DEGBENGL_07239	CDS	783				hypothetical protein
DEGBENGL_07240	CDS	1131	ftsA_1			Cell division protein FtsA
DEGBENGL_07241	CDS	891				hypothetical protein
DEGBENGL_07242	CDS	246				hypothetical protein
DEGBENGL_07243	CDS	168				hypothetical protein
DEGBENGL_07244	CDS	201				hypothetical protein
DEGBENGL_07245	CDS	288				hypothetical protein
DEGBENGL_07246	CDS	138				hypothetical protein
DEGBENGL_07247	CDS	240				hypothetical protein
DEGBENGL_07248	CDS	279				hypothetical protein
DEGBENGL_07249	CDS	444				hypothetical protein
DEGBENGL_07250	CDS	603	recR			Recombination protein RecR
DEGBENGL_07251	CDS	255	ybaB			Nucleoid-associated protein YbaB
DEGBENGL_07252	CDS	186				hypothetical protein
DEGBENGL_07253	CDS	654				hypothetical protein
DEGBENGL_07254	CDS	1548				hypothetical protein
DEGBENGL_07255	CDS	207				hypothetical protein
DEGBENGL_07256	CDS	1101				hypothetical protein
DEGBENGL_07257	CDS	690				hypothetical protein
DEGBENGL_07258	CDS	1653				hypothetical protein
DEGBENGL_07259	CDS	753				hypothetical protein
DEGBENGL_07260	CDS	402				hypothetical protein
DEGBENGL_07261	CDS	606	glmU_5	2.7.7.23		Bifunctional protein GlmU
DEGBENGL_07262	CDS	282				hypothetical protein
DEGBENGL_07263	CDS	735				hypothetical protein
DEGBENGL_07264	CDS	1671				hypothetical protein
DEGBENGL_07265	CDS	282				hypothetical protein
DEGBENGL_07266	tRNA	76				tRNA-Ala(tgc)
DEGBENGL_07267	tRNA	77				tRNA-Ile(gat)
DEGBENGL_07268	CDS	2970				hypothetical protein
DEGBENGL_07269	CDS	381				hypothetical protein
DEGBENGL_07270	CDS	300				hypothetical protein
DEGBENGL_07271	CDS	1167	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
DEGBENGL_07272	CDS	771				hypothetical protein
DEGBENGL_07273	CDS	213				hypothetical protein
DEGBENGL_07274	CDS	177				hypothetical protein
DEGBENGL_07275	CDS	342				hypothetical protein
DEGBENGL_07276	CDS	762				hypothetical protein
DEGBENGL_07277	CDS	1512				hypothetical protein
DEGBENGL_07278	CDS	669				hypothetical protein
DEGBENGL_07279	CDS	951	dnaG_4	2.7.7.-		DNA primase
DEGBENGL_07280	CDS	315				hypothetical protein
DEGBENGL_07281	CDS	1242				hypothetical protein
DEGBENGL_07282	CDS	1704	ureC_1	3.5.1.5		Urease subunit alpha
DEGBENGL_07283	CDS	309	ureB_3	3.5.1.5		Urease subunit beta
DEGBENGL_07284	CDS	318	ureA_3	3.5.1.5		Urease subunit gamma
DEGBENGL_07285	CDS	795	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
DEGBENGL_07286	CDS	363				hypothetical protein
DEGBENGL_07287	CDS	1122				hypothetical protein
DEGBENGL_07288	CDS	159				hypothetical protein
DEGBENGL_07289	CDS	408				hypothetical protein
DEGBENGL_07290	CDS	270	ihfA_1			Integration host factor subunit alpha
DEGBENGL_07291	CDS	2331				hypothetical protein
DEGBENGL_07292	CDS	177				hypothetical protein
DEGBENGL_07293	CDS	369				hypothetical protein
DEGBENGL_07294	CDS	462				hypothetical protein
DEGBENGL_07295	CDS	240				hypothetical protein
DEGBENGL_07296	CDS	168				hypothetical protein
DEGBENGL_07297	tRNA	77				tRNA-Met(cat)
DEGBENGL_07298	tRNA	87				tRNA-Leu(caa)
DEGBENGL_07299	CDS	774	nifH_2	1.18.6.1		Nitrogenase iron protein
DEGBENGL_07300	CDS	855	noc_5			Nucleoid occlusion protein
DEGBENGL_07301	CDS	1512				hypothetical protein
DEGBENGL_07302	CDS	924				hypothetical protein
DEGBENGL_07303	CDS	228				hypothetical protein
DEGBENGL_07304	CDS	855				hypothetical protein
DEGBENGL_07305	CDS	1296	iolD_5	3.7.1.22		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
DEGBENGL_07306	CDS	420				hypothetical protein
DEGBENGL_07307	CDS	339				hypothetical protein
DEGBENGL_07308	CDS	135				hypothetical protein
DEGBENGL_07309	CDS	411				hypothetical protein
DEGBENGL_07310	CDS	429				hypothetical protein
DEGBENGL_07311	CDS	774				hypothetical protein
DEGBENGL_07312	CDS	1767	rpoB_3	2.7.7.6		DNA-directed RNA polymerase subunit beta
DEGBENGL_07313	CDS	750				hypothetical protein
DEGBENGL_07314	CDS	192				hypothetical protein
DEGBENGL_07315	CDS	339				hypothetical protein
DEGBENGL_07316	CDS	477				hypothetical protein
DEGBENGL_07317	CDS	708	aglJ_2	2.4.1.-	COG0463	Glycosyltransferase AglJ
DEGBENGL_07318	CDS	612				hypothetical protein
DEGBENGL_07319	CDS	297				hypothetical protein
DEGBENGL_07320	CDS	171				hypothetical protein
DEGBENGL_07321	CDS	219				hypothetical protein
DEGBENGL_07322	CDS	501				hypothetical protein
DEGBENGL_07323	CDS	1863				hypothetical protein
DEGBENGL_07324	CDS	426				hypothetical protein
DEGBENGL_07325	CDS	1170	purF_1	2.4.2.14		Amidophosphoribosyltransferase
DEGBENGL_07326	CDS	237				hypothetical protein
DEGBENGL_07327	CDS	822				hypothetical protein
DEGBENGL_07328	CDS	303	fpoK_4	1.12.98.3	COG0713	F(420)H(2) dehydrogenase subunit K
DEGBENGL_07329	CDS	2298	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
DEGBENGL_07330	CDS	1623				hypothetical protein
DEGBENGL_07331	CDS	1611				hypothetical protein
DEGBENGL_07332	CDS	498	ndhI_6	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
DEGBENGL_07333	CDS	513	fpoJ_3	1.12.98.3	COG0839	F(420)H(2) dehydrogenase subunit J
DEGBENGL_07334	CDS	306	fpoK_5	1.12.98.3	COG0713	F(420)H(2) dehydrogenase subunit K
DEGBENGL_07335	CDS	1554	ndhD_2	7.1.1.-		NAD(P)H-quinone oxidoreductase chain 4
DEGBENGL_07336	CDS	444				hypothetical protein
DEGBENGL_07337	CDS	1161				hypothetical protein
DEGBENGL_07338	CDS	1260				hypothetical protein
DEGBENGL_07339	CDS	141	ppsA_2	2.7.9.2	COG0574	putative phosphoenolpyruvate synthase
DEGBENGL_07340	CDS	1065				hypothetical protein
DEGBENGL_07341	CDS	201				hypothetical protein
DEGBENGL_07342	CDS	273				hypothetical protein
DEGBENGL_07343	CDS	207				hypothetical protein
DEGBENGL_07344	CDS	1065				hypothetical protein
DEGBENGL_07345	CDS	201				hypothetical protein
DEGBENGL_07346	CDS	273				hypothetical protein
DEGBENGL_07347	CDS	318				hypothetical protein
DEGBENGL_07348	CDS	672				hypothetical protein
DEGBENGL_07349	CDS	660				hypothetical protein
DEGBENGL_07350	CDS	273				hypothetical protein
DEGBENGL_07351	CDS	267				hypothetical protein
DEGBENGL_07352	CDS	225				hypothetical protein
DEGBENGL_07353	CDS	189				hypothetical protein
DEGBENGL_07354	CDS	669				hypothetical protein
DEGBENGL_07355	CDS	579				hypothetical protein
DEGBENGL_07356	CDS	1233	mfd_4	3.6.4.-		Transcription-repair-coupling factor
DEGBENGL_07357	CDS	411				hypothetical protein
DEGBENGL_07358	CDS	774				hypothetical protein
DEGBENGL_07359	CDS	525	xylB_2	2.7.1.17		Xylulose kinase
DEGBENGL_07360	CDS	495		1.2.1.76	COG1062	Succinate-semialdehyde dehydrogenase (acetylating)
DEGBENGL_07361	CDS	504				hypothetical protein
DEGBENGL_07362	CDS	381				hypothetical protein
DEGBENGL_07363	CDS	1908				hypothetical protein
DEGBENGL_07364	CDS	693				hypothetical protein
DEGBENGL_07365	CDS	600				hypothetical protein
DEGBENGL_07366	CDS	1008	leuB_3	1.1.1.85	COG0473	3-isopropylmalate/3-methylmalate dehydrogenase
DEGBENGL_07367	CDS	1194	proB	2.7.2.11		Glutamate 5-kinase
DEGBENGL_07368	CDS	909				hypothetical protein
DEGBENGL_07369	CDS	879				hypothetical protein
DEGBENGL_07370	CDS	312				hypothetical protein
DEGBENGL_07371	CDS	1515				hypothetical protein
DEGBENGL_07372	CDS	321				hypothetical protein
DEGBENGL_07373	CDS	765	rhaD_14	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
DEGBENGL_07374	CDS	402				hypothetical protein
DEGBENGL_07375	CDS	963	mdh_5	1.1.1.37	COG0039	Malate dehydrogenase
DEGBENGL_07376	CDS	546				hypothetical protein
DEGBENGL_07377	CDS	249				hypothetical protein
DEGBENGL_07378	CDS	186				hypothetical protein
DEGBENGL_07379	CDS	219				hypothetical protein
DEGBENGL_07380	CDS	705				hypothetical protein
DEGBENGL_07381	CDS	885				hypothetical protein
DEGBENGL_07382	CDS	297				hypothetical protein
DEGBENGL_07383	CDS	201				hypothetical protein
