locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGLLGMOK_03793	CDS	240				hypothetical protein
PGLLGMOK_03794	CDS	312				hypothetical protein
PGLLGMOK_03795	CDS	354				hypothetical protein
PGLLGMOK_03796	CDS	873				hypothetical protein
PGLLGMOK_03797	CDS	291				hypothetical protein
PGLLGMOK_03798	CDS	237				hypothetical protein
PGLLGMOK_03799	CDS	267				hypothetical protein
PGLLGMOK_03800	CDS	480				hypothetical protein
PGLLGMOK_03801	CDS	543	ths_2			Thermosome subunit
PGLLGMOK_03802	CDS	603				hypothetical protein
PGLLGMOK_03803	CDS	381				hypothetical protein
PGLLGMOK_03804	CDS	150				hypothetical protein
PGLLGMOK_03805	CDS	372				hypothetical protein
PGLLGMOK_03806	CDS	771				hypothetical protein
PGLLGMOK_03807	CDS	444				hypothetical protein
PGLLGMOK_03808	CDS	1335	mdtD			Putative multidrug resistance protein MdtD
PGLLGMOK_03809	CDS	609	rnfA	7.2.1.-	COG4657	Ion-translocating oxidoreductase complex subunit A
PGLLGMOK_03810	CDS	1689				hypothetical protein
PGLLGMOK_03811	CDS	630				hypothetical protein
PGLLGMOK_03812	CDS	480				hypothetical protein
PGLLGMOK_03813	CDS	999				hypothetical protein
PGLLGMOK_03814	CDS	732				hypothetical protein
PGLLGMOK_03815	CDS	591	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
PGLLGMOK_03816	CDS	420				hypothetical protein
PGLLGMOK_03817	CDS	681				hypothetical protein
PGLLGMOK_03818	CDS	273				hypothetical protein
PGLLGMOK_03819	CDS	528				hypothetical protein
PGLLGMOK_03820	CDS	1038				hypothetical protein
PGLLGMOK_03821	CDS	873				hypothetical protein
PGLLGMOK_03822	CDS	903				hypothetical protein
PGLLGMOK_03823	CDS	234				hypothetical protein
PGLLGMOK_03824	CDS	306				hypothetical protein
PGLLGMOK_03825	CDS	849	prsA_1	5.2.1.8		Foldase protein PrsA
PGLLGMOK_03826	CDS	1128				hypothetical protein
PGLLGMOK_03827	CDS	372				hypothetical protein
PGLLGMOK_03828	CDS	1416				hypothetical protein
PGLLGMOK_03829	CDS	264				hypothetical protein
PGLLGMOK_03830	CDS	777		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
PGLLGMOK_03831	CDS	852	mutM_1	4.2.99.18		Formamidopyrimidine-DNA glycosylase
PGLLGMOK_03832	CDS	828				hypothetical protein
PGLLGMOK_03833	CDS	978				hypothetical protein
PGLLGMOK_03834	CDS	1056		5.3.1.23	COG0182	Putative methylthioribose-1-phosphate isomerase
PGLLGMOK_03835	CDS	654	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
PGLLGMOK_03836	CDS	1263				hypothetical protein
PGLLGMOK_03837	CDS	321				hypothetical protein
PGLLGMOK_03838	CDS	792				hypothetical protein
PGLLGMOK_03839	CDS	582				hypothetical protein
PGLLGMOK_03840	CDS	339			COG0347	putative nitrogen regulatory PII-like protein
PGLLGMOK_03841	CDS	2103	bamB_3			Outer membrane protein assembly factor BamB
PGLLGMOK_03842	CDS	1302	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
PGLLGMOK_03843	CDS	444				hypothetical protein
PGLLGMOK_03844	CDS	252				hypothetical protein
PGLLGMOK_03845	CDS	867	malK_8	7.5.2.1		Trehalose/maltose import ATP-binding protein MalK
PGLLGMOK_03846	CDS	318				hypothetical protein
PGLLGMOK_03847	CDS	468				hypothetical protein
PGLLGMOK_03848	CDS	831	selA	2.9.1.1		L-seryl-tRNA(Sec) selenium transferase
PGLLGMOK_03849	CDS	837				hypothetical protein
PGLLGMOK_03850	CDS	420				hypothetical protein
PGLLGMOK_03851	CDS	501				hypothetical protein
PGLLGMOK_03852	CDS	693	tolB_1			Tol-Pal system protein TolB
PGLLGMOK_03853	CDS	273				hypothetical protein
PGLLGMOK_03854	CDS	966				hypothetical protein
PGLLGMOK_03855	CDS	177				hypothetical protein
PGLLGMOK_03856	CDS	426				hypothetical protein
PGLLGMOK_03857	CDS	1647				hypothetical protein
PGLLGMOK_03858	CDS	1506				hypothetical protein
PGLLGMOK_03859	CDS	1170				hypothetical protein
PGLLGMOK_03860	CDS	402				hypothetical protein
PGLLGMOK_03861	CDS	381			COG0100	30S ribosomal protein S11
PGLLGMOK_03862	CDS	357			COG0099	30S ribosomal protein S13
PGLLGMOK_03863	CDS	783	secY_2			Protein translocase subunit SecY
PGLLGMOK_03864	CDS	807	atpF_5			ATP synthase subunit b
PGLLGMOK_03865	CDS	333	hmeA		COG0437	Hdr-like menaquinol oxidoreductase iron-sulfur subunit 1
PGLLGMOK_03866	CDS	1137				hypothetical protein
PGLLGMOK_03867	CDS	1554				hypothetical protein
PGLLGMOK_03868	CDS	351				hypothetical protein
PGLLGMOK_03869	CDS	375				hypothetical protein
PGLLGMOK_03870	CDS	933				hypothetical protein
PGLLGMOK_03871	CDS	639				hypothetical protein
PGLLGMOK_03872	CDS	576	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
PGLLGMOK_03873	CDS	966	ghrA_2	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
PGLLGMOK_03874	CDS	156				hypothetical protein
PGLLGMOK_03875	CDS	1377	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
PGLLGMOK_03876	CDS	570			COG0541	Signal recognition particle 54 kDa protein
PGLLGMOK_03877	CDS	381				hypothetical protein
PGLLGMOK_03878	CDS	801	mutS_2			DNA mismatch repair protein MutS
PGLLGMOK_03879	CDS	411				hypothetical protein
PGLLGMOK_03880	CDS	408				hypothetical protein
PGLLGMOK_03881	CDS	390				hypothetical protein
PGLLGMOK_03882	CDS	126				hypothetical protein
PGLLGMOK_03883	CDS	1770	actP_4			Cation/acetate symporter ActP
PGLLGMOK_03884	CDS	426				hypothetical protein
PGLLGMOK_03885	CDS	813				hypothetical protein
PGLLGMOK_03886	CDS	558				hypothetical protein
PGLLGMOK_03887	CDS	765				hypothetical protein
PGLLGMOK_03888	CDS	510				hypothetical protein
PGLLGMOK_03889	CDS	666				hypothetical protein
PGLLGMOK_03890	CDS	1266	gyrB_8	5.6.2.2		DNA gyrase subunit B
PGLLGMOK_03891	CDS	357				hypothetical protein
PGLLGMOK_03892	CDS	288				hypothetical protein
PGLLGMOK_03893	CDS	252				hypothetical protein
PGLLGMOK_03894	CDS	552	pccB_5	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
PGLLGMOK_03895	CDS	1227				hypothetical protein
PGLLGMOK_03896	CDS	837	yidC_6			Membrane protein insertase YidC
PGLLGMOK_03897	CDS	408	purH_5	3.5.4.10		Bifunctional purine biosynthesis protein PurH
PGLLGMOK_03898	CDS	1269	purD_3	6.3.4.13		Phosphoribosylamine--glycine ligase
PGLLGMOK_03899	CDS	627	COQ7	1.14.99.60		5-demethoxyubiquinone hydroxylase, mitochondrial
PGLLGMOK_03900	CDS	753	trpC_1			Indole-3-glycerol phosphate synthase
PGLLGMOK_03901	CDS	1011	trpD_3	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
PGLLGMOK_03902	CDS	198	trpG_2	4.1.3.27	COG0512	Anthranilate synthase component 2
PGLLGMOK_03903	CDS	972	gyaR_2	1.1.1.26		Glyoxylate reductase
PGLLGMOK_03904	CDS	1800				hypothetical protein
PGLLGMOK_03905	CDS	1512				hypothetical protein
PGLLGMOK_03906	CDS	1056	nqrB	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit B
PGLLGMOK_03907	CDS	399				hypothetical protein
PGLLGMOK_03908	CDS	690				hypothetical protein
PGLLGMOK_03909	CDS	426	fdhD_4			Sulfur carrier protein FdhD
PGLLGMOK_03910	CDS	789	metXA	2.3.1.31	COG0517	Homoserine O-acetyltransferase
PGLLGMOK_03911	CDS	579				hypothetical protein
PGLLGMOK_03912	CDS	828				hypothetical protein
PGLLGMOK_03913	CDS	336				hypothetical protein
PGLLGMOK_03914	CDS	1524				hypothetical protein
PGLLGMOK_03915	CDS	879	purQ_3	3.5.1.2		Phosphoribosylformylglycinamidine synthase subunit PurQ
PGLLGMOK_03916	CDS	651	purL_4	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
PGLLGMOK_03917	CDS	1065				hypothetical protein
PGLLGMOK_03918	CDS	1371				hypothetical protein
PGLLGMOK_03919	CDS	339	clpS_1			ATP-dependent Clp protease adapter protein ClpS
PGLLGMOK_03920	CDS	1194				hypothetical protein
PGLLGMOK_03921	CDS	216				hypothetical protein
PGLLGMOK_03922	CDS	459				hypothetical protein
PGLLGMOK_03923	CDS	351				hypothetical protein
PGLLGMOK_03924	CDS	1128				hypothetical protein
PGLLGMOK_03925	CDS	513		5.4.2.10	COG1109	Phosphoglucosamine/phosphogalactosamine mutase
PGLLGMOK_03926	CDS	387	rpl7ae_1		COG1358	50S ribosomal protein L7Ae
PGLLGMOK_03927	CDS	210			COG2053	30S ribosomal protein S28e
PGLLGMOK_03928	CDS	786	pccB_6	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
PGLLGMOK_03929	CDS	561				hypothetical protein
PGLLGMOK_03930	CDS	1146	aspS_2	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
PGLLGMOK_03931	CDS	195				hypothetical protein
PGLLGMOK_03932	CDS	546				hypothetical protein
PGLLGMOK_03933	CDS	546				hypothetical protein
PGLLGMOK_03934	CDS	1107	glmU_3		COG1208	Bifunctional protein GlmU
PGLLGMOK_03935	CDS	222				hypothetical protein
PGLLGMOK_03936	CDS	576				hypothetical protein
PGLLGMOK_03937	CDS	261	rpoB_4	2.7.7.6		DNA-directed RNA polymerase subunit beta
PGLLGMOK_03938	CDS	1395				hypothetical protein
PGLLGMOK_03939	CDS	1770	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
PGLLGMOK_03940	CDS	114				hypothetical protein
PGLLGMOK_03941	CDS	300				hypothetical protein
PGLLGMOK_03942	CDS	402				hypothetical protein
PGLLGMOK_03943	CDS	408				hypothetical protein
PGLLGMOK_03944	CDS	1086	nadA_1	2.5.1.72	COG0379	Quinolinate synthase A
PGLLGMOK_03945	CDS	249				hypothetical protein
PGLLGMOK_03946	CDS	1068				hypothetical protein
PGLLGMOK_03947	CDS	864	ilvE_4	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
PGLLGMOK_03948	CDS	564				hypothetical protein
PGLLGMOK_03949	CDS	1125	gcvT_5	2.1.2.10	COG0404	putative aminomethyltransferase
PGLLGMOK_03950	CDS	360	gcvH_3			Glycine cleavage system H protein
PGLLGMOK_03951	CDS	429				hypothetical protein
PGLLGMOK_03952	CDS	330				hypothetical protein
PGLLGMOK_03953	CDS	927				hypothetical protein
PGLLGMOK_03954	CDS	780				hypothetical protein
PGLLGMOK_03955	CDS	513	argA	2.3.1.1		Amino-acid acetyltransferase
PGLLGMOK_03956	CDS	318	atpH_8			ATP synthase subunit c
PGLLGMOK_03957	CDS	897	atpB_10			ATP synthase subunit a
PGLLGMOK_03958	CDS	243				hypothetical protein
PGLLGMOK_03959	CDS	810				hypothetical protein
PGLLGMOK_03960	CDS	1437	mnmG_2			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PGLLGMOK_03961	CDS	777		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
PGLLGMOK_03962	tRNA	84				tRNA-Tyr(gta)
PGLLGMOK_03963	CDS	1311				hypothetical protein
PGLLGMOK_03964	CDS	1344				hypothetical protein
PGLLGMOK_03965	CDS	444				hypothetical protein
PGLLGMOK_03966	CDS	726				hypothetical protein
PGLLGMOK_03967	CDS	216				hypothetical protein
PGLLGMOK_03968	CDS	135				hypothetical protein
PGLLGMOK_03969	CDS	519				hypothetical protein
PGLLGMOK_03970	CDS	744	rhaD_9	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_03971	CDS	768	rhaD_10	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_03972	CDS	1239				hypothetical protein
PGLLGMOK_03973	CDS	1161				hypothetical protein
PGLLGMOK_03974	CDS	351				hypothetical protein
PGLLGMOK_03975	CDS	273				hypothetical protein
PGLLGMOK_03976	CDS	429			COG0102	50S ribosomal protein L13
PGLLGMOK_03977	CDS	1053	zapE			Cell division protein ZapE
PGLLGMOK_03978	CDS	273				hypothetical protein
PGLLGMOK_03979	CDS	315	nqrF_3	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
PGLLGMOK_03980	CDS	447				hypothetical protein
PGLLGMOK_03981	CDS	321				hypothetical protein
PGLLGMOK_03982	CDS	285				hypothetical protein
PGLLGMOK_03983	CDS	219				hypothetical protein
PGLLGMOK_03984	CDS	405				hypothetical protein
PGLLGMOK_03985	CDS	378			COG0100	30S ribosomal protein S11
PGLLGMOK_03986	CDS	357			COG0099	30S ribosomal protein S13
PGLLGMOK_03987	CDS	819	secY_3			Protein translocase subunit SecY
PGLLGMOK_03988	CDS	1494	pepA_3	3.4.11.10		cytosol aminopeptidase
PGLLGMOK_03989	CDS	351				hypothetical protein
PGLLGMOK_03990	CDS	399				hypothetical protein
PGLLGMOK_03991	CDS	282			COG0080	50S ribosomal protein L11
PGLLGMOK_03992	CDS	645	rpl1_5			50S ribosomal protein L1
PGLLGMOK_03993	CDS	960			COG0244	50S ribosomal protein L10
PGLLGMOK_03994	CDS	282				hypothetical protein
PGLLGMOK_03995	CDS	282				hypothetical protein
PGLLGMOK_03996	tRNA	76				tRNA-Ala(tgc)
PGLLGMOK_03997	tRNA	77				tRNA-Ile(gat)
PGLLGMOK_03998	CDS	546				hypothetical protein
PGLLGMOK_03999	CDS	1410	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
PGLLGMOK_04000	CDS	774				hypothetical protein
PGLLGMOK_04001	CDS	1224				hypothetical protein
PGLLGMOK_04002	CDS	1305	iolG_6	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
PGLLGMOK_04003	CDS	789				hypothetical protein
PGLLGMOK_04004	CDS	408				hypothetical protein
PGLLGMOK_04005	CDS	222				hypothetical protein
PGLLGMOK_04006	CDS	291				hypothetical protein
PGLLGMOK_04007	CDS	192				hypothetical protein
PGLLGMOK_04008	CDS	654				hypothetical protein
PGLLGMOK_04009	CDS	108				hypothetical protein
PGLLGMOK_04010	CDS	669				hypothetical protein
PGLLGMOK_04011	CDS	153				hypothetical protein
PGLLGMOK_04012	CDS	441				hypothetical protein
PGLLGMOK_04013	CDS	654				hypothetical protein
PGLLGMOK_04014	CDS	684				hypothetical protein
PGLLGMOK_04015	CDS	498	ndhI_6	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PGLLGMOK_04016	CDS	513	fpoJ_3	1.12.98.3	COG0839	F(420)H(2) dehydrogenase subunit J
PGLLGMOK_04017	CDS	306	fpoK_3	1.12.98.3	COG0713	F(420)H(2) dehydrogenase subunit K
PGLLGMOK_04018	CDS	1554	ndhD	7.1.1.-		NAD(P)H-quinone oxidoreductase chain 4
PGLLGMOK_04019	CDS	504				hypothetical protein
PGLLGMOK_04020	CDS	2013	ligN	6.5.1.2	COG0272	DNA ligase
PGLLGMOK_04021	CDS	981	pyrG_2	6.3.4.2		CTP synthase
PGLLGMOK_04022	CDS	672				hypothetical protein
PGLLGMOK_04023	CDS	534				hypothetical protein
PGLLGMOK_04024	CDS	957				hypothetical protein
PGLLGMOK_04025	CDS	960				hypothetical protein
PGLLGMOK_04026	CDS	756	livG_7		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
PGLLGMOK_04027	CDS	477				hypothetical protein
PGLLGMOK_04028	CDS	345				hypothetical protein
PGLLGMOK_04029	CDS	588				hypothetical protein
PGLLGMOK_04030	CDS	777	rhaD_11	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_04031	CDS	183				hypothetical protein
PGLLGMOK_04032	CDS	687	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
PGLLGMOK_04033	CDS	357				hypothetical protein
PGLLGMOK_04034	CDS	1293	serS_2	6.1.1.11	COG0172	Serine--tRNA ligase
PGLLGMOK_04035	CDS	144				hypothetical protein
PGLLGMOK_04036	CDS	852				hypothetical protein
PGLLGMOK_04037	CDS	978				hypothetical protein
PGLLGMOK_04038	CDS	360				hypothetical protein
PGLLGMOK_04039	CDS	873				hypothetical protein
PGLLGMOK_04040	CDS	132				hypothetical protein
PGLLGMOK_04041	CDS	882				hypothetical protein
PGLLGMOK_04042	CDS	954				hypothetical protein
PGLLGMOK_04043	CDS	375				hypothetical protein
PGLLGMOK_04044	CDS	264			COG0185	30S ribosomal protein S19
PGLLGMOK_04045	CDS	348				hypothetical protein
PGLLGMOK_04046	CDS	441				hypothetical protein
PGLLGMOK_04047	CDS	477				hypothetical protein
PGLLGMOK_04048	CDS	471				hypothetical protein
PGLLGMOK_04049	CDS	252				hypothetical protein
PGLLGMOK_04050	CDS	663				hypothetical protein
PGLLGMOK_04051	CDS	1473				hypothetical protein
PGLLGMOK_04052	CDS	351				hypothetical protein
PGLLGMOK_04053	CDS	2649				hypothetical protein
PGLLGMOK_04054	CDS	885				hypothetical protein
PGLLGMOK_04055	CDS	162				hypothetical protein
PGLLGMOK_04056	CDS	291				hypothetical protein
PGLLGMOK_04057	CDS	165				hypothetical protein
PGLLGMOK_04058	CDS	186				hypothetical protein
PGLLGMOK_04059	CDS	441				hypothetical protein
PGLLGMOK_04060	CDS	189				hypothetical protein
PGLLGMOK_04061	CDS	258				hypothetical protein
PGLLGMOK_04062	CDS	186				hypothetical protein
PGLLGMOK_04063	CDS	264				hypothetical protein
PGLLGMOK_04064	CDS	180				hypothetical protein
PGLLGMOK_04065	CDS	348				hypothetical protein
PGLLGMOK_04066	CDS	600				hypothetical protein
PGLLGMOK_04067	CDS	1293				hypothetical protein
PGLLGMOK_04068	CDS	339				hypothetical protein
PGLLGMOK_04069	CDS	270				hypothetical protein
PGLLGMOK_04070	CDS	447				hypothetical protein
PGLLGMOK_04071	CDS	1374				hypothetical protein
PGLLGMOK_04072	CDS	1284				hypothetical protein
PGLLGMOK_04073	CDS	780				hypothetical protein
PGLLGMOK_04074	CDS	213				hypothetical protein
PGLLGMOK_04075	CDS	180				hypothetical protein
PGLLGMOK_04076	CDS	138				hypothetical protein
PGLLGMOK_04077	CDS	117				hypothetical protein
PGLLGMOK_04078	CDS	624				hypothetical protein
PGLLGMOK_04079	CDS	1254				hypothetical protein
PGLLGMOK_04080	CDS	291				hypothetical protein
PGLLGMOK_04081	CDS	180				hypothetical protein
PGLLGMOK_04082	CDS	588				hypothetical protein
PGLLGMOK_04083	CDS	528				hypothetical protein
PGLLGMOK_04084	CDS	339				hypothetical protein
PGLLGMOK_04085	CDS	456				hypothetical protein
PGLLGMOK_04086	CDS	423				hypothetical protein
PGLLGMOK_04087	CDS	399				hypothetical protein
PGLLGMOK_04088	CDS	387				hypothetical protein
PGLLGMOK_04089	CDS	1953				hypothetical protein
PGLLGMOK_04090	CDS	315				hypothetical protein
PGLLGMOK_04091	CDS	705				hypothetical protein
PGLLGMOK_04092	CDS	2229				hypothetical protein
PGLLGMOK_04093	CDS	1440				hypothetical protein
PGLLGMOK_04094	CDS	462				hypothetical protein
PGLLGMOK_04095	CDS	306				hypothetical protein
PGLLGMOK_04096	CDS	399	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
PGLLGMOK_04097	CDS	396				hypothetical protein
PGLLGMOK_04098	CDS	438				hypothetical protein
PGLLGMOK_04099	CDS	174				hypothetical protein
PGLLGMOK_04100	CDS	180				hypothetical protein
PGLLGMOK_04101	CDS	150				hypothetical protein
PGLLGMOK_04102	CDS	744				hypothetical protein
PGLLGMOK_04103	CDS	363				hypothetical protein
PGLLGMOK_04104	CDS	351				hypothetical protein
PGLLGMOK_04105	CDS	279				hypothetical protein
PGLLGMOK_04106	tRNA	76				tRNA-Pro(ggg)
PGLLGMOK_04107	CDS	4599				hypothetical protein
PGLLGMOK_04108	CDS	540				hypothetical protein
PGLLGMOK_04109	CDS	1167				hypothetical protein
PGLLGMOK_04110	CDS	1362				hypothetical protein
PGLLGMOK_04111	CDS	930				hypothetical protein
PGLLGMOK_04112	CDS	192	argO_2			Arginine exporter protein ArgO
PGLLGMOK_04113	CDS	1176				hypothetical protein
PGLLGMOK_04114	CDS	225				hypothetical protein
PGLLGMOK_04115	CDS	693				hypothetical protein
PGLLGMOK_04116	CDS	132				hypothetical protein
PGLLGMOK_04117	CDS	180				hypothetical protein
PGLLGMOK_04118	CDS	309				hypothetical protein
PGLLGMOK_04119	CDS	795				hypothetical protein
PGLLGMOK_04120	CDS	216				hypothetical protein
PGLLGMOK_04121	CDS	660				hypothetical protein
PGLLGMOK_04122	CDS	933	caiA_10	1.3.8.13		Crotonobetainyl-CoA reductase
PGLLGMOK_04123	CDS	633				hypothetical protein
PGLLGMOK_04124	CDS	351				hypothetical protein
PGLLGMOK_04125	CDS	315				hypothetical protein
PGLLGMOK_04126	CDS	525				hypothetical protein
PGLLGMOK_04127	CDS	489				hypothetical protein
PGLLGMOK_04128	CDS	771	rhaD_12	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_04129	CDS	1758				hypothetical protein
PGLLGMOK_04130	CDS	1644				hypothetical protein
PGLLGMOK_04131	CDS	627				hypothetical protein
PGLLGMOK_04132	CDS	477				hypothetical protein
PGLLGMOK_04133	CDS	126				hypothetical protein
PGLLGMOK_04134	CDS	984				hypothetical protein
PGLLGMOK_04135	CDS	753	prmC	2.1.1.297		Release factor glutamine methyltransferase
PGLLGMOK_04136	CDS	756	ubaA	2.7.7.-	COG0476	SAMP-activating enzyme E1
PGLLGMOK_04137	CDS	1371	mdtK_2			Multidrug resistance protein MdtK
PGLLGMOK_04138	CDS	933				hypothetical protein
PGLLGMOK_04139	CDS	1104				hypothetical protein
PGLLGMOK_04140	CDS	1116	purD_4	6.3.4.13		Phosphoribosylamine--glycine ligase
PGLLGMOK_04141	CDS	564	purN_1	2.1.2.2		Phosphoribosylglycinamide formyltransferase
PGLLGMOK_04142	CDS	234				hypothetical protein
PGLLGMOK_04143	CDS	1254				hypothetical protein
PGLLGMOK_04144	CDS	765				hypothetical protein
PGLLGMOK_04145	CDS	789				hypothetical protein
PGLLGMOK_04146	CDS	240				hypothetical protein
PGLLGMOK_04147	CDS	1017				hypothetical protein
PGLLGMOK_04148	CDS	573				hypothetical protein
PGLLGMOK_04149	CDS	132				hypothetical protein
PGLLGMOK_04150	CDS	225				hypothetical protein
PGLLGMOK_04151	CDS	225				hypothetical protein
PGLLGMOK_04152	CDS	768				hypothetical protein
PGLLGMOK_04153	CDS	666				hypothetical protein
PGLLGMOK_04154	CDS	972	gyaR_3	1.1.1.26	COG1052	Glyoxylate reductase
PGLLGMOK_04155	CDS	513				hypothetical protein
PGLLGMOK_04156	CDS	324				hypothetical protein
PGLLGMOK_04157	CDS	939	htpX_2	3.4.24.-		Protease HtpX
PGLLGMOK_04158	CDS	726				hypothetical protein
PGLLGMOK_04159	CDS	339			COG0347	putative nitrogen regulatory PII-like protein
PGLLGMOK_04160	CDS	843	glnA_4	6.3.1.2	COG0174	Glutamine synthetase
PGLLGMOK_04161	CDS	729	pyrG_3	6.3.4.2		CTP synthase
PGLLGMOK_04162	CDS	273				hypothetical protein
PGLLGMOK_04163	CDS	450				hypothetical protein
PGLLGMOK_04164	CDS	483	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
PGLLGMOK_04165	CDS	1140	rhaS_2			HTH-type transcriptional activator RhaS
PGLLGMOK_04166	CDS	162				hypothetical protein
PGLLGMOK_04167	CDS	312				hypothetical protein
PGLLGMOK_04168	CDS	270				hypothetical protein
PGLLGMOK_04169	CDS	297				hypothetical protein
PGLLGMOK_04170	CDS	153				hypothetical protein
PGLLGMOK_04171	CDS	243				hypothetical protein
PGLLGMOK_04172	CDS	969				hypothetical protein
PGLLGMOK_04173	CDS	558	miaB_2	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
PGLLGMOK_04174	CDS	1587	dnaG_4	2.7.7.-		DNA primase
PGLLGMOK_04175	CDS	369				hypothetical protein
PGLLGMOK_04176	CDS	1278	aglM	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase AglM
PGLLGMOK_04177	CDS	471				hypothetical protein
PGLLGMOK_04178	CDS	468				hypothetical protein
PGLLGMOK_04179	CDS	1083				hypothetical protein
PGLLGMOK_04180	CDS	387				hypothetical protein
PGLLGMOK_04181	CDS	546				hypothetical protein
PGLLGMOK_04182	CDS	1404				hypothetical protein
PGLLGMOK_04183	CDS	1284	ftsP			Cell division protein FtsP
PGLLGMOK_04184	CDS	483				hypothetical protein
PGLLGMOK_04185	CDS	369				hypothetical protein
PGLLGMOK_04186	CDS	453	pdxJ_2	2.6.99.2		Pyridoxine 5'-phosphate synthase
PGLLGMOK_04187	CDS	690				hypothetical protein
PGLLGMOK_04188	CDS	543				hypothetical protein
PGLLGMOK_04189	CDS	369				hypothetical protein
PGLLGMOK_04190	CDS	1080				hypothetical protein
PGLLGMOK_04191	CDS	375				hypothetical protein
PGLLGMOK_04192	CDS	699	dnaG_5	2.7.7.-	COG0358	DNA primase DnaG
PGLLGMOK_04193	CDS	345				hypothetical protein
PGLLGMOK_04194	CDS	1125	cyoE_3	2.5.1.141		Protoheme IX farnesyltransferase
PGLLGMOK_04195	CDS	618				hypothetical protein
PGLLGMOK_04196	CDS	552				hypothetical protein
PGLLGMOK_04197	CDS	447				hypothetical protein
PGLLGMOK_04198	CDS	495	faeA	4.2.1.147	COG1795	5,6,7,8-tetrahydromethanopterin hydro-lyase
PGLLGMOK_04199	CDS	471				hypothetical protein
PGLLGMOK_04200	CDS	141				hypothetical protein
PGLLGMOK_04201	CDS	216				hypothetical protein
PGLLGMOK_04202	CDS	243				hypothetical protein
PGLLGMOK_04203	CDS	198				hypothetical protein
PGLLGMOK_04204	CDS	432	thrS-cat	6.1.1.3	COG0441	Threonine--tRNA ligase catalytic subunit
PGLLGMOK_04205	CDS	513	infC_3			Translation initiation factor IF-3
PGLLGMOK_04206	CDS	198				hypothetical protein
PGLLGMOK_04207	CDS	1206		6.2.1.40	COG0318	4-hydroxybutyrate--CoA ligase 2
PGLLGMOK_04208	CDS	930	cdc6		COG1474	ORC1-type DNA replication protein
PGLLGMOK_04209	CDS	549				hypothetical protein
PGLLGMOK_04210	CDS	489				hypothetical protein
PGLLGMOK_04211	CDS	96				hypothetical protein
PGLLGMOK_04212	CDS	750				hypothetical protein
PGLLGMOK_04213	CDS	756	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
PGLLGMOK_04214	CDS	285				hypothetical protein
PGLLGMOK_04215	CDS	201				hypothetical protein
PGLLGMOK_04216	CDS	126				hypothetical protein
PGLLGMOK_04217	CDS	174				hypothetical protein
PGLLGMOK_04218	CDS	135				hypothetical protein
PGLLGMOK_04219	CDS	243				hypothetical protein
PGLLGMOK_04220	CDS	501				hypothetical protein
PGLLGMOK_04221	CDS	744				hypothetical protein
PGLLGMOK_04222	CDS	270				hypothetical protein
PGLLGMOK_04223	CDS	552				hypothetical protein
PGLLGMOK_04224	CDS	789	rhaD_13	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_04225	CDS	312				hypothetical protein
PGLLGMOK_04226	CDS	402	rps2_2		COG0052	30S ribosomal protein S2
PGLLGMOK_04227	CDS	1032	dusB_3	1.3.1.-		tRNA-dihydrouridine synthase B
